Equip nr,Equip size,Equip type,CBL no,HBL no,Vessel,POD,ETA,Pallets new (C),Packages,Pieces,Gross Weight,Description,PO,SKU,Destination,POL,Seal no,Flow,Service level,Categorization,Delivery nr,End det freetime,T1 latest validity date,Exp delivery date,Requested slot date,Requested slot time,Replan,Replan reason,Recommended exp delivery date,Reason code,Comment Maersk,Comment LGI,Time stamp,Actual Delivery Date DC,Invoice nr,Service Level Combined - Hidden
MRSU3032760,40,HIGH,MAEU/207286161,,MAERSK MC-KINNEY MOLLER,ROTTERDAM,2/15/2021,22,22,1848,"11.341,176",HP PRINTER,7002515457,5SE18B#BHC,Huenxe,LAEM CHABANG,TH5984742,REPLENISHMENT - PPS,P1T – HPS,,INT0050319,3/6/2021,3/1/2021,2/18/2021,,,,,,,,,,,MAEU207286161,P1T
CXRU1358925,40,HREF,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,40,40,1849,"11.712,000",HP LBP L 4-1 S,52008362957002439842,7KW56A#B19,Huenxe,HAIPHONG,VN963816A,CANON,P1 – HPS,,52008362957002439842,3/10/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003496,P1
ONEU0159956,40,HIGH,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,42,42,1850,"13.843,200",HP LBP BASE 22,52008888047002522396,W2G54A#B19,Huenxe,HAIPHONG,VN974567A,CANON,P1 – HPS,,52008888047002522396,3/13/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003520,P1
FFAU1477351,40,HIGH,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,28,28,1851,"9.301,600",HP LBP WIRELES,52008888737002522399,W2G55A#B19,Huenxe,HAIPHONG,VN974573A,CANON,P1 – HPS,,52008888737002522399,3/13/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003522,P1
KKFU6771410,40,HREF,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,40,40,1852,"6.952,000",HP LBP DNW 220,52008363307002439847,7KW64A#B19,Huenxe,HAIPHONG,VN964306A,CANON,P1 – HPS,,52008363307002439847,3/10/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003523,P1
MORU1115871,40,HREF,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,42,42,1853,"11.621,400",HP LBP L SN 22,52008363387002439837,7KW54A#B19,Huenxe,HAIPHONG,VN963928A,CANON,P1 – HPS,,52008363387002439837,3/10/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003494,P1
MORU1320032,40,HREF,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,40,40,1854,"11.712,000",HP LBP L 4-1 S,52008362957002439842,7KW56A#B19,Huenxe,HAIPHONG,VN964276A,CANON,P1 – HPS,,52008362957002439842,3/10/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003521,P1
MORU1322360,40,HREF,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,42,42,1855,"11.621,400",HP LBP L SN 22,52008363387002439837,7KW54A#B19,Huenxe,HAIPHONG,VN964303A,CANON,P1 – HPS,,52008363387002439837,3/10/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003513,P1
TCLU1491519,40,HIGH,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,42,42,1856,"13.843,200",HP LBP BASE 22,52008888047002522396,W2G54A#B19,Huenxe,HAIPHONG,VN974568A,CANON,P1 – HPS,,52008888047002522396,3/13/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003493,P1
TCNU7777981,40,HIGH,ONEY/HANA68814400,,ONE CRANE,ROTTERDAM,2/22/2021,42,42,1857,"13.952,400",HP LBP WIRELES,52008888737002522399,W2G55A#B19,Huenxe,HAIPHONG,VN974578A,CANON,P1 – HPS,,52008888737002522399,3/13/2021,3/11/2021,2/28/2021,,,,,,,,,,,2101100003495,P1
CSNU6413640,40,HIGH,PNVO/WH959900,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,21,21,1858,"11.214,000",PRINTER,7002548677,7KW75A#B19,Huenxe,QINGDAO,P856724,REPLENISHMENT - PPS,P1 – HPS,,JAW0085344,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,,P1
CSNU6418960,40,HIGH,PNVO/WH959640,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,21,21,1859,"11.235,000",PRINTER,7002554783,7KW74A#B19,Huenxe,QINGDAO,P856688,REPLENISHMENT - PPS,P1 – HPS,,JAW0085332,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,,P1
OOCU6955894,40,HIGH,PNVO/WH959640,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,21,21,1860,"11.235,000",PRINTER,7002548677,7KW75A#B19,Huenxe,QINGDAO,P856725,REPLENISHMENT - PPS,P1 – HPS,,JAW0085323,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,,P1
BEAU5807604,40,HIGH,PNVO/WH959900,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,21,21,1861,"11.256,000",PRINTER,7002548677,7KW75A#B19,Huenxe,QINGDAO,P854509,REPLENISHMENT - PPS,P1 – HPS,,JAW0085343,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,,P1
TGBU7909408,40,HIGH,PNVO/WH959900,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,21,21,1862,"11.151,000",PRINTER,7002548677,7KW75A#B19,Huenxe,QINGDAO,P856603,REPLENISHMENT - PPS,P1 – HPS,,JAW0085362 JAW0085364,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,,P1
OOLU8510435,40,HIGH,PNVO/SNZ1378200,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1863,"11.341,176",HP PRINTER,7002515448,5SE18B#BHC,Huenxe,LAEM CHABANG,18573344,REPLENISHMENT - PPS,P1 – HPS,,INT0050652,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1378200,P1
SEKU4552594,40,HIGH,PNVO/SNZ1378200,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1864,"11.341,176",HP PRINTER,7002515448,5SE18B#BHC,Huenxe,LAEM CHABANG,18573286,REPLENISHMENT - PPS,P1 – HPS,,INT0050650,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1378200,P1
TRHU5342432,40,HIGH,PNVO/SNZ1378200,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1865,"10.349,280",HP PRINTER,7002515495,5SE48B#BHC,Huenxe,LAEM CHABANG,18573272,REPLENISHMENT - PPS,P1 – HPS,,INT0050669,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1378200,P1
UETU5943502,40,HIGH,PNVO/SNZ1378200,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1866,"11.341,176",HP PRINTER,7002515448,5SE18B#BHC,Huenxe,LAEM CHABANG,18573296,REPLENISHMENT - PPS,P1 – HPS,,INT0050651,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1378200,P1
CSNU6692518,40,HIGH,PNVO/SNZ1378200,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1867,"10.824,000",HP PRINTER,7002515664,K7G25B#BHC,Huenxe,LAEM CHABANG,18573353,REPLENISHMENT - PPS,P1 – HPS,,INT0050646,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1378200,P1
FSCU9321886,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1868,"11.108,160",HP PRINTER,7002515390,3UK83B#A80,Huenxe,LAEM CHABANG,18575831,REPLENISHMENT - PPS,Standard – HP,,INT0050612,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,Standard – HP
CSNU7634352,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1869,"11.108,160",HP PRINTER,7002515390,3UK83B#A80,Huenxe,LAEM CHABANG,18575834,REPLENISHMENT - PPS,Standard – HP,,INT0050611,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,Standard – HP
OOCU8332419,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1870,"11.341,176",HP PRINTER,7002515443,5SE17B#BHC,Huenxe,LAEM CHABANG,18575760,REPLENISHMENT - PPS,P1 – HPS,,INT0050663,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
SEGU4878415,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1871,"11.341,176",HP PRINTER,7002515443,5SE17B#BHC,Huenxe,LAEM CHABANG,18575720,REPLENISHMENT - PPS,P1 – HPS,,INT0050661,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
TCNU3492785,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1872,"11.108,160",HP PRINTER,7002515390,3UK83B#A80,Huenxe,LAEM CHABANG,18575714,REPLENISHMENT - PPS,Standard – HP,,INT0050610,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,Standard – HP
TCNU3985945,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1873,"11.341,176",HP PRINTER,7002515443,5SE17B#BHC,Huenxe,LAEM CHABANG,18575719,REPLENISHMENT - PPS,P1 – HPS,,INT0050660,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
TGBU5899430,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1874,"11.108,160",HP PRINTER,7002515390,3UK83B#A80,Huenxe,LAEM CHABANG,18573385,REPLENISHMENT - PPS,Standard – HP,,INT0050609,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,Standard – HP
CBHU9095523,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1875,"11.341,176",HP PRINTER,7002515443,5SE17B#BHC,Huenxe,LAEM CHABANG,18575705,REPLENISHMENT - PPS,P1 – HPS,,INT0050662,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
CCLU7012807,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,22,22,1876,"11.341,176",HP PRINTER,7002515448,5SE18B#BHC,Huenxe,LAEM CHABANG,18575710,REPLENISHMENT - PPS,P1 – HPS,,INT0050654,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
FCIU9850160,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1877,"11.108,160",HP PRINTER,7002601961,1KR50B#BHC,Huenxe,LAEM CHABANG,18575886,REPLENISHMENT - PPS,P1 – HPS,,INT0050728,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
FFAU2787562,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1878,"11.108,160",HP PRINTER,7002601961,1KR50B#BHC,Huenxe,LAEM CHABANG,18573210,REPLENISHMENT - PPS,P1 – HPS,,INT0050727,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
FFAU2896060,40,HIGH,PNVO/SNZ1377700,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1879,"11.108,160",HP PRINTER,7002515205 7002515245,1KR49B#A80 1KR50B#BHC,Huenxe,LAEM CHABANG,18575836,REPLENISHMENT - PPS,P1 – HPS,,INT0050614 INT0050615,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,PNVOSNZ1377700,P1
FCIU9993243,40,HIGH,PNVO/WH028120,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,60,60,1880,"4.970,360",7UQ76A#B19 SL-DSK502T/HPH,7002526003 7002526123,7UQ76A#B19 Y1G17A,Huenxe,QINGDAO,P856737,SDS,Standard – HP,,SDP1100740 SDP1100739,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029180 9000029149,Standard – HP
CSNU8032581,40,HIGH,PNVO/WH028120,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,152,152,1881,"5.988,200",SL-PFP502D/HPH SL-HCF502B/HPH SL-FIN701H/HPH SL-HCF501B/HPH,7002526085 7002526099 7002526128 7002526130,Y1F97A Y1F99A Y1G18A Y1G21A,Huenxe,QINGDAO,P856648,SDS,Standard – HP,,SDP1100804 SDP1100802 SDP1100805 SDP1100803,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029181,Standard – HP
OOCU7457495,40,HIGH,PNVO/WH028120,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1882,"8.352,000",SL-C481FW/SEE,7002525924,4ZB97A#B19,Huenxe,QINGDAO,P856644,SDS,P1 – HPS,,SDP1100810,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029181,P1
OOCU7809317,40,HIGH,PNVO/WH021130,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,46,46,1883,"8.290,450",209U7A#B19 6HU11A#B19,7002525849 7002525980,209U7A#B19 6HU11A#B19,Huenxe,QINGDAO,P856955,SDS,P1 – HPS,,SDP1100544 SDP1100543,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029129,P1
OOLU9565999,40,HIGH,PNVO/WH029960,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,28,28,1884,"6.720,000",SL-X7401DT/HPH,7002525933,5CM63A#B19,Huenxe,QINGDAO,P856640,SDS,Standard – HP,,SDP1100944,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029182,Standard – HP
SEKU4019477,40,HIGH,PNVO/WH027050,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,114,114,1885,"6.864,162",SL-PFP501D/HPH SL-FIN701B/HPH SL-DPX501/HPH,7002526090 7002526108 7002526132,Y1F98A Y1G07A Y1G23A,Huenxe,QINGDAO,P857787,SDS,Standard – HP,,SDP1100540 SDP1100541 SDP1100539,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029142,Standard – HP
TCKU7193031,40,HIGH,PNVO/WH029960,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,24,24,1886,"4.432,320",8AF71A#B19,7002526036,8AF71A#B19,Huenxe,QINGDAO,P856720,SDS,Standard – HP,,SDP1100757,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029182,Standard – HP
TCKU7978111,40,HIGH,PNVO/WH027050,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,96,96,1887,"5.227,650",7UQ75A#B19 8AF43A#B19 SL-FIN701B/HPH SL-DSK501T/HPH,7002525997 7002526021 7002526108 7002526122,7UQ75A#B19 8AF43A#B19 Y1G07A Y1G16A,Huenxe,QINGDAO,P856809,SDS,Standard – HP,,SDP1100747 SDP1100746 SDP1100748 SDP1100745,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029141 9000029140,Standard – HP
TGBU8733170,40,HIGH,PNVO/WH028120,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,96,96,1888,"7.148,400",SL-M2090/SEE SL-M2090FW/SEE 6HU08A#B19 6HU12A#B19,7002525878 7002525895 7002525954 7002525989,4ZB82A#B19 4ZB84A#B19 6HU08A#B19 6HU12A#B19,Huenxe,QINGDAO,P856644,SDS,P1 – HPS,,SDP1100808 SDP1100807 SDP1100806 SDP1100809,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029181,P1
CBHU8391393,40,HIGH,PNVO/WH029960,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,66,66,1889,"4.062,960",8AF43A#B19 8AF52A#B19 8AF71A#B19,7002526021 7002526029 7002526034,8AF43A#B19 8AF52A#B19 8AF71A#B19,Huenxe,QINGDAO,P856723,SDS,Standard – HP,,SDP1100744 SDP1100743 SDP1100742,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029182,Standard – HP
CCLU7364222,40,HIGH,PNVO/WH027050,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,28,28,1890,"6.720,000",SL-K7400GX/HPH,7002526078,X3A82A#B19,Huenxe,QINGDAO,P856773,SDS,Standard – HP,,SDP1100542,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029142,Standard – HP
CSLU6069007,40,HIGH,PNVO/WH027050,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,39,39,1891,"7.807,800",8GS50A#B19,7002526054,8GS50A#B19,Huenxe,QINGDAO,P856689,SDS,Standard – HP,,SDP1100545,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029142,Standard – HP
CSNU6896893,40,HIGH,PNVO/WH029960,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,39,39,1892,"8.346,000",8GR94A#B19,7002526046,8GR94A#B19,Huenxe,QINGDAO,P856727,SDS,Standard – HP,,SDP1100741,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029182,Standard – HP
CSNU7124997,40,HIGH,PNVO/WH021130,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,39,39,1893,"7.807,800",8GS50A#B19,7002526054,8GS50A#B19,Huenxe,QINGDAO,P857645,SDS,Standard – HP,,SDP1100531,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029129,Standard – HP
CSNU7209097,40,HIGH,PNVO/WH021130,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,30,30,1894,"5.539,500",SL-FIN701H/HPH,7002486376,Y1G18A,Huenxe,QINGDAO,P856950,SDS,Standard – HP,,SDP1100538,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029129,Standard – HP
CSNU7253952,40,HIGH,PNVO/WH021130,,COSCO SHIPPING TAURUS,ROTTERDAM,2/23/2021,48,48,1895,"8.428,800",6HU08A#B19 6HU09A#B19,7002525954 7002525965,6HU08A#B19 6HU09A#B19,Huenxe,QINGDAO,P856908,SDS,P1 – HPS,,SDP1100631 SDP1100662,3/14/2021,3/14/2021,3/1/2021,,,,,,,,,,,9000029129,P1
HASU4147146,40,HIGH,MAEU/207650770,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,420,"11.592,000",PRINTER,7002517687,3QA55A#B19,Huenxe,QINGDAO,CN1463872,REPLENISHMENT - PPS,P1T – OPS,,JAW0085425,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
HASU4879091,40,HIGH,MAEU/207647840,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,630,"9.954,000",PRINTER,7002517694,W1A30A#B19,Huenxe,QINGDAO,CN1463874,REPLENISHMENT - PPS,P1T – OPS,,JAW0085394,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
MRKU5782708,40,HIGH,MAEU/207650770,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,630,"8.904,000",PRINTER,7002524641,W1A29A#B19,Huenxe,QINGDAO,CN1927916,REPLENISHMENT - PPS,P1T – OPS,,JAW0085417,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
MRKU5912838,40,HIGH,MAEU/207647844,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,420,"11.592,000",PRINTER,7002517687,3QA55A#B19,Huenxe,QINGDAO,CN1927906,REPLENISHMENT - PPS,P1T – OPS,,JAW0085414,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
BMOU4164576,40,HIGH,MAEU/207647848,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,630,"9.912,000",PRINTER,7002524637,W1A29A#B19,Huenxe,QINGDAO,CN1927896,REPLENISHMENT - PPS,P1T – OPS,,JAW0085430,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
MIEU3032601,40,HIGH,MAEU/207202362,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,630,"9.975,000",PRINTER,7002517686,3PZ55A#B19,Huenxe,QINGDAO,CN1927942,REPLENISHMENT - PPS,P1T – OPS,,JAW0085460,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
MRKU5307225,40,HIGH,MAEU/207337073,,METTE MAERSK,ROTTERDAM,2/25/2021,30,30,900,"8.820,000",HP PRINTER,7002515702,P4C78A#625,Huenxe,LAEM CHABANG,TH5971235,REPLENISHMENT - PPS,P1T – HPS,,INT0050627,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207337073,P1T
MRKU5434467,40,HIGH,MAEU/207535593,,METTE MAERSK,ROTTERDAM,2/25/2021,30,30,900,"8.820,000",HP PRINTER,7002515702,P4C78A#625,Huenxe,LAEM CHABANG,TH5978022,REPLENISHMENT - PPS,P1T – HPS,,INT0050629,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207535593,P1T
MRKU5762527,40,HIGH,MAEU/207535594,,METTE MAERSK,ROTTERDAM,2/25/2021,26,26,936,"9.734,400",HP PRINTER,7002515284,1KR66B#BHC,Huenxe,LAEM CHABANG,TH5968657,REPLENISHMENT - PPS,P1 – HPS,,INT0050742,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207535594,P1
MRKU2071917,40,HIGH,MAEU/207535600,,METTE MAERSK,ROTTERDAM,2/25/2021,26,26,936,"9.734,400",HP PRINTER,7002515284,1KR66B#BHC,Huenxe,LAEM CHABANG,TH5947918,REPLENISHMENT - PPS,P1 – HPS,,INT0050740,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207535600,P1
MRKU3756696,40,HIGH,MAEU/207535600,,METTE MAERSK,ROTTERDAM,2/25/2021,26,26,936,"9.734,400",HP PRINTER,7002515284,1KR66B#BHC,Huenxe,LAEM CHABANG,TH5947916,REPLENISHMENT - PPS,P1 – HPS,,INT0050739,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207535600,P1
MRKU4390575,40,HIGH,MAEU/207337072,,METTE MAERSK,ROTTERDAM,2/25/2021,26,26,936,"9.734,400",HP PRINTER,7002515269,1KR65B#BHC,Huenxe,LAEM CHABANG,TH5982117,REPLENISHMENT - PPS,P1 – HPS,,INT0050723,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207337072,P1
MRKU4773635,40,HIGH,MAEU/207647849,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,420,"11.812,500",PRINTER,7002528320,W1A79A#B19,Huenxe,QINGDAO,CN1927845,REPLENISHMENT - PPS,P1T – OPS,,JAW0085557,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
MRKU4793375,40,HIGH,MAEU/207535593,,METTE MAERSK,ROTTERDAM,2/25/2021,30,30,900,"8.820,000",HP PRINTER,7002515702,P4C78A#625,Huenxe,LAEM CHABANG,TH5978071,REPLENISHMENT - PPS,P1T – HPS,,INT0050628,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207535593,P1T
MRSU3608048,40,HIGH,MAEU/207535594,,METTE MAERSK,ROTTERDAM,2/25/2021,30,30,900,"8.820,000",HP PRINTER,7002515744,P4C85A#BHC,Huenxe,LAEM CHABANG,TH5968654,REPLENISHMENT - PPS,P1T – HPS,,INT0050764,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207535594,P1T
MRSU3873334,40,HIGH,MAEU/207535598,,METTE MAERSK,ROTTERDAM,2/25/2021,30,30,900,"8.820,000",HP PRINTER,7002515744,P4C85A#BHC,Huenxe,LAEM CHABANG,TH5971180,REPLENISHMENT - PPS,P1T – HPS,,INT0050762,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207535598,P1T
MRSU4172684,40,HIGH,MAEU/207015691,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,630,"9.912,000",PRINTER,7002517684,3PZ75A#B19,Huenxe,QINGDAO,CN1463855,REPLENISHMENT - PPS,P1T – OPS,,JAW0085288,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
MSKU0448557,40,HIGH,MAEU/207647849,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,420,"11.812,500",PRINTER,7002517691,W1A79A#B19,Huenxe,QINGDAO,CN1463899,REPLENISHMENT - PPS,P1T – OPS,,JAW0085546,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
MSKU9821548,40,HIGH,MAEU/207647849,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,420,"11.812,500",PRINTER,7002528320,W1A79A#B19,Huenxe,QINGDAO,CN1927869,REPLENISHMENT - PPS,P1T – OPS,,JAW0085553,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
TCNU1930706,40,HIGH,MAEU/207647840,,METTE MAERSK,ROTTERDAM,2/25/2021,21,21,630,"9.996,000",PRINTER,7002517694,W1A30A#B19,Huenxe,QINGDAO,CN1927886,REPLENISHMENT - PPS,P1T – OPS,,JAW0085368,3/16/2021,To be created,2/28/2021,,,,,,,,ex 26.02.2021,,,,P1T
UETU5491064,40,HIGH,MAEU/207337073,,METTE MAERSK,ROTTERDAM,2/25/2021,30,30,900,"8.820,000",HP PRINTER,7002515764,P4C85A#BHC,Huenxe,LAEM CHABANG,TH5977406,REPLENISHMENT - PPS,P1T – HPS,,INT0050638,3/16/2021,To be created,2/28/2021,,,,,,,,,,,MAEU207337073,P1T
GESU6879083,40,HIGH,ONEY/MNLA37220600,,NYK ORPHEUS,ROTTERDAM,2/25/2021,42,42,945,"9.933,000",HP LBP SN 220V,52008888207002522367,W1A52A#B19,Huenxe,MANILA,PHAB49872,CANON,P1T – OPS,,52008888207002522367,3/16/2021,To be created,3/3/2021,,,,,,,,,,,2101100003517,P1T
MAGU5358780,40,HIGH,MAEU/207324709,,METTE MAERSK,ROTTERDAM,2/25/2021,42,42,945,"10.332,000",HP LBP DW 220,52008888107002522372,W1A56A#B19,Huenxe,MANILA,PH1383665,CANON,P1T – OPS,,52008888107002522372,3/9/2021,To be created,3/2/2021,,,,,,,,,,,2101100003515,P1T
TCNU1456053,40,HIGH,MAEU/207324709,,METTE MAERSK,ROTTERDAM,2/25/2021,42,42,945,"9.933,000",HP LBP SN 220V,52008887967002522368,W1A52A#B19,Huenxe,MANILA,PH1454162,CANON,P1T – OPS,,52008887967002522368,3/9/2021,To be created,3/2/2021,,,,,,,,,,,2101100003514,P1T
TCNU3189568,40,HIGH,MAEU/207324709,,METTE MAERSK,ROTTERDAM,2/25/2021,42,42,945,"10.009,000",HP LBP SN 220V HP LBP DW 220,52008887967002522368 52008888107002522372,W1A52A#B19 W1A56A#B19,Huenxe,MANILA,PH1454269,CANON,P1T – OPS,,52008888107002522372,3/9/2021,To be created,3/2/2021,,,,,,,,,,,2101100003510,P1T
