BUSINESS_SUB_GROUP_NM,PRODUCT_LINE_CD,PLATFORM_NM,MODEL_NM,PRODUCT_MODEL_NR,PART_DN,STD_PRICE_USD_AM,PART_NR,UNRESTRICTED_QT,EXTRACT_TS
HPS Printers,E4,C480 A4 VOL HW PLTFM SUB,SL-C480/SEE SS254C A4 VOL HW,SS254C,Samsung Xpress SL-C480 MFP Prntr EU,"161,75",SS254C#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS254C SL-C480/SEE C-MFP PLE4,SS254C,Samsung Xpress SL-C480 MFP Prntr EU,"161,23",SS254C#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS254B SL-C480/SAU C-MFP PLE4,SS254B,Samsung Xpress SL-C480 MFP Prntr EU,157,SS254B#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS245B SL-C467W/SEE C-MFP PLE4,SS245B,Samsung Xpress SL-C467W Clr MFP Prntr EU,"166,25",SS245B#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239Z SL-C460W/XSG C-MFP PLE4,SS239Z,Samsung Xpress SL-C460W  MFP Printer EU,"165,73",SS239Z#ACQ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239N SL-C460W/XFA C-MFP PLE4,SS239N,Samsung Xpress SL-C460W Clr MFP Prntr EU,"164,37",SS239N#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239M SL-C460W/XEV C-MFP PLE4,SS239M,Samsung Xpress SL-C460W  MFP Printer EU,"163,63",SS239M#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239E SL-C460W/TEG C-MFP PLE4,SS239E,Samsung Xpress SL-C460W MFP Printer EU,99,SS239E#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239D SL-C460W/STS C-MFP PLE4,SS239D,Samsung Xpress SL-C460W MFP Printer EU,"174,58",SS239D#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239C SL-C460W/SEE C-MFP PLE4,SS239C,Samsung Xpress SL-C460W  MFP Printer EU,"168,22",SS239C#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239C SL-C460W/SEE C-MFP PLE4,SS239C,Samsung Xpress SL-C460W Clr MFP Prntr EU,"167,01",SS239C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239C SL-C460W/SEE C-MFP PLE4,SS239C,Samsung Xpress SL-C460W  MFP Printer EU,"167,86",SS239C#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS239B SL-C460W/SAU C-MFP PLE4,SS239B,Samsung Xpress SL-C460W Clr MFP Prntr EU,"164,03",SS239B#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238P SL-C460FW/XSG C-MFP PLE,SS238P,Samsung Xpress SL-C460FW  MFP Printer EU,"186,8",SS238P#ACQ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238K SL-C460FW/XFA C-MFP PLE,SS238K,Samsung Xpress SL-C460FW  MFP Prntr EU,"186,8",SS238K#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238J SL-C460FW/XEV C-MFP PLE,SS238J,Samsung Xpress SL-C460FW  MFP Printer EU,"186,78",SS238J#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238E SL-C460FW/TEG C-MFP PLE,SS238E,Samsung Xpress SL-C460FW MFP Printer EU,99,SS238E#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238D SL-C460FW/STS C-MFP PLE,SS238D,Samsung Xpress SL-C460FW MFP Printer EU,"186,77",SS238D#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"188,92",SS238C#UUY,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"190,57",SS238C#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"188,78",SS238C#ELS,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW Clr MFP Printer,"188,51",SS238C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"190,63",SS238C#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"189,79",SS238C#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"189,57",SS238C#AKK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW MFP Printer AP,"190,28",SS238C#ACP,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"190,84",SS238C#ABF,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238C SL-C460FW/SEE C-MFP PLE,SS238C,Samsung Xpress SL-C460FW  MFP Printer EU,"189,66",SS238C#ABE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,CLX-3300 CMF PLE4 PF,SS238B SL-C460FW/SAU C-MFP PLE,SS238B,Samsung Xpress SL-C460FW MFP Printer EU,"186,79",SS238B#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230S SL-C430W/XSG C-SFP PLE4,SS230S,Samsung Xpress SL-C430W  Laser Prntr EU,"139,3",SS230S#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230N SL-C430W/XFA C-SFP PLE4,SS230N,Samsung Xpress SL-C430W Clr Laser Prntr,"139,86",SS230N#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230M SL-C430W/XEV C-SFP PLE4,SS230M,Samsung Xpress SL-C430W Laser Prntr EU,"139,42",SS230M#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230F SL-C430W/TEG C-SFP PLE4,SS230F,Samsung Xpress SL-C430W Laser Prntr EU,"139,4",SS230F#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230D SL-C430W/STS C-SFP PLE4,SS230D,Samsung Xpress SL-C430W Laser Prntr EU,"139,54",SS230D#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230C SL-C430W/SEE C-SFP PLE4,SS230C,Samsung Xpress SL-C430W Laser Prntr EU,"140,61",SS230C#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230C SL-C430W/SEE C-SFP PLE4,SS230C,Samsung Xpress SL-C430W Laser Prntr EU,"139,4",SS230C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,C430 A4 VOL HW PLTFM SUB,SL-C430W/SEE SS230C A4 VOL HW,SS230C,Samsung Xpress SL-C430W Laser Prntr EU,"140,77",SS230C#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230C SL-C430W/SEE C-SFP PLE4,SS230C,Samsung Xpress SL-C430W Laser Prntr EU,"140,25",SS230C#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C420W CSF PLE4 PF,SS230B SL-C430W/SAU C-SFP PLE4,SS230B,Samsung Xpress SL-C430W Laser Prntr EU,"139,95",SS230B#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C430 CSF PLE4 PF,SS229H SL-C430/XSG C-SFP PLE4,SS229H,Samsung Xpress SL-C430  Laser Prntr EU,"134,75",SS229H#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C430 CSF PLE4 PF,SS229F SL-C430/XEV C-SFP PLE4,SS229F,Samsung Xpress SL-C430 Laser Prntr EU,"135,17",SS229F#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C430 CSF PLE4 PF,SS229E SL-C430/TEG C-SFP PLE4,SS229E,Samsung Xpress SL-C430 Laser Prntr EU,"134,85",SS229E#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C430 CSF PLE4 PF,SS229D SL-C430/SEE C-SFP PLE4,SS229D,Samsung Xpress SL-C430 Laser Prntr EU,"134,85",SS229D#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,C430 A4 VOL HW PLTFM SUB,SL-C430/SEE SS229D A4 VOL HW,SS229D,Samsung Xpress SL-C430 Laser Prntr EU,"136,22",SS229D#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C430 CSF PLE4 PF,SS229C SL-C430/SAU C-SFP E4*L,SS229C,Samsung Xpress SL-C430 Laser Prntr EU,"135,32",SS229C#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C430 CSF PLE4 PF,SS229B SL-C430/ETS C-SFP PLE4,SS229B,Samsung Xpress SL-C430 Laser Prntr EU,"135,37",SS229B#314,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220T SL-C410W/XSG C-SFP PLE4,SS220T,Samsung Xpress SL-C410W Laser Printer EU,"138,59",SS220T#ACQ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220N SL-C410W/XFA C-SFP PLE4,SS220N,Samsung Xpress SL-C410W Laser Prntr EU,"142,5",SS220N#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220M SL-C410W/XEV C-SFP PLE4,SS220M,Samsung Xpress SL-C410W Laser Printer EU,"138,15",SS220M#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220L SL-C410W/XEG C-SFP PLE4,SS220L,Samsung Xpress SL-C410W Laser Printer EU,99,SS220L#ABD,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220D SL-C410W/STS C-SFP PLE4,SS220D,Samsung Xpress SL-C410W Laser Printer EU,"138,94",SS220D#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220C SL-C410W/SEE C-SFP PLE4,SS220C,Samsung Xpress SL-C410W Laser Printer EU,"151,49",SS220C#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220C SL-C410W/SEE C-SFP PLE4,SS220C,Samsung Xpress SL-C410W Laser Printer EU,"150,28",SS220C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220C SL-C410W/SEE C-SFP PLE4,SS220C,Samsung Xpress SL-C410W Laser Printer EU,"151,13",SS220C#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,SL-C410W CSF PLE4 PF,SS220B SL-C410W/SAU C-SFP PLE4,SS220B,Samsung Xpress SL-C410W Laser Printer EU,"140,89",SS220B#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C MF SWT-H PLE0 PLATFORM,SS218G SL-C4060FX/XFA C-MFP PL,SS218G,Samsung PXpress SL-C4060FX Clr MFP EU,"548,72",SS218G#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C MF SWT-H PLE0 PLATFORM,SS218F SL-C4060FX/XEV C-MFP PL,SS218F,Samsung PXpress SL-C4060FX Clr MFP EU,"668,61",SS218F#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C MF SWT-H PLE0 PLATFORM,SS218E SL-C4060FX/XEN C-MFP PL,SS218E,Samsung PXpress SL-C4060FX Clr MFP EU,"575,68",SS218E#UUW,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/XEN SS218E A4 VAL H,SS218E,Samsung PXpress SL-C4060FX Clr MFP EU,"575,27",SS218E#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C MF SWT-H PLE0 PLATFORM,SS218C SL-C4060FX/STS C-MFP PL,SS218C,Samsung PXpress SL-C4060FX Clr MFP EU,"567,59",SS218C#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"567,33",SS218B#UUY,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"569,28",SS218B#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"567,19",SS218B#ELS,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C MF SWT-H PLE0 PLATFORM,SS218B SL-C4060FX/SEE C-MFP PL,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"566,92",SS218B#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"569,04",SS218B#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"568,39",SS218B#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"567,35",SS218B#AKK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"568,03",SS218B#ACP,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"568,64",SS218B#ABF,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"567,19",SS218B#ABE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4060 A4 VAL HW PLTFM SUB,SL-C4060FX/SEE SS218B A4 VAL H,SS218B,Samsung PXpress SL-C4060FX Clr MFP EU,"567,93",SS218B#ABD,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C MF SWT-H PLE0 PLATFORM,SS218A SL-C4060FX/SAU C-MFP PL,SS218A,Samsung PXpress SL-C4060FX Clr MFP EU,"551,3",SS218A#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C SF SWT-H PLE0 PLATFORM,SS216T SL-C4010ND/XSG C-SFP PL,SS216T,Samsung PXpress SL-C4010ND Clr Prntr EU,"379,72",SS216T#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C SF SWT-H PLE0 PLATFORM,SS216P SL-C4010ND/XFA C-SFP PL,SS216P,Samsung PXpress SL-C4010ND Clr Prntr EU,"374,3",SS216P#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C SF SWT-H PLE0 PLATFORM,SS216N SL-C4010ND/XEV C-SFP PL,SS216N,Samsung PXpress SL-C4010ND Clr Prntr EU,"367,03",SS216N#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C SF SWT-H PLE0 PLATFORM,SS216F SL-C4010ND/STS C-SFP PL,SS216F,Samsung PXpress SL-C4010ND Clr Prntr EU,"367,21",SS216F#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4010 A4 VAL HW PLTFM SUB,SL-C4010ND/SEE SS216E A4 VAL H,SS216E,Samsung PXpress SL-C4010ND Clr Prntr EU,"368,59",SS216E#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C SF SWT-H PLE0 PLATFORM,SS216E SL-C4010ND/SEE C-SFP PL,SS216E,Samsung PXpress SL-C4010ND Clr Prntr EU,"367,08",SS216E#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4010 A4 VAL HW PLTFM SUB,SL-C4010ND/SEE SS216E A4 VAL H,SS216E,Samsung PXpress SL-C4010ND Clr Prntr EU,"368,45",SS216E#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C4010 A4 VAL HW PLTFM SUB,SL-C4010ND/SEE SS216E A4 VAL H,SS216E,Samsung PXpress SL-C4010ND Clr Prntr EU,"368,12",SS216E#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C SF SWT-H PLE0 PLATFORM,SS216D SL-C4010ND/SAU C-SFP PL,SS216D,Samsung PXpress SL-C4010ND Clr Prntr EU,"363,65",SS216D#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,A4 C SF SWT-H PLE0 PLATFORM,SS216B SL-C4010ND/ETS C-SFP PL,SS216B,Samsung PXpress SL-C4010ND Clr Prntr EU,"367,58",SS216B#314,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213G SL-C3060ND/XSG C-MFP PL,SS213G,Samsung PXess SL-C3060ND MP EU,"408,48",SS213G#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213F SL-C3060ND/XFA C-MFP PL,SS213F,Samsung PXpress SL-C3060ND Clr MFP Pr EU,"408,59",SS213F#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND Clr MFP Pr EU,"353,57",SS213C#UUY,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND Clr MFP Pr EU,"353,43",SS213C#ELS,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND MFP EU,"353,16",SS213C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND Clr MFP Pr EU,"353,91",SS213C#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND Clr MFP Pr EU,"354,63",SS213C#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND MFP EU,"354,5",SS213C#ACP,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND Clr MFP Pr EU,"354,51",SS213C#ABF,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
OPS Printers,E0,C3060ND CMF PLE0 PF,SS213C SL-C3060ND/SEE C-MFP PL,SS213C,Samsung PXpress SL-C3060ND Clr MFP Pr EU,"354,5",SS213C#ABE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
