BUSINESS_SUB_GROUP_NM,PRODUCT_LINE_CD,PLATFORM_NM,MODEL_NM,PRODUCT_MODEL_NR,PART_DN,STD_PRICE_USD_AM,PART_NR,UNRESTRICTED_QT,EXTRACT_TS
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS296C SL-M2070FW/FEV M-MFP PL,SS296C,Samsung SL-M2070FW Laser MFP Printer EU,107,SS296C#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS296B SL-M2070FW/ETS M-MFP PL,SS296B,Samsung SL-M2070FW Laser MFP Prntr EU,"107,59",SS296B#314,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS295A SL-M2070FH/TEC M-MFP PL,SS295A,Samsung SL-M2070FH Laser MFP Printer EU,"108,46",SS295A#305,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294K SL-M2070F/XSG M-MFP PLE,SS294K,Samsung SL-M2070F Laser MFP Printer EU,"101,57",SS294K#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294H SL-M2070F/XFA M-MFP PLE,SS294H,Samsung SL-M2070F Laser MFP Prntr EU,"108,98",SS294H#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294G SL-M2070F/XEV M-MFP PLE,SS294G,Samsung SL-M2070F Laser MFP Printer EU,"97,57",SS294G#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294F SL-M2070F/XEC M-MFP PLE,SS294F,Samsung SL-M2070F Laser MFP Printer EU,"102,43",SS294F#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294F SL-M2070F/XEC M-MFP PLE,SS294F,Samsung SL-M2070F Laser MFP Printer EU,0,SS294F#ABD,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294D SL-M2070F/STS M-MFP PLE,SS294D,Samsung SL-M2070F Laser MFP Printer EU,"107,64",SS294D#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294C SL-M2070F/SEE M-MFP PLE,SS294C,Samsung SL-M2070F Laser MFP Printer EU,"101,65",SS294C#ELS,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294C SL-M2070F/SEE M-MFP PLE,SS294C,Samsung SL-M2070F Laser MFP Printer EU,"101,38",SS294C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294C SL-M2070F/SEE M-MFP PLE,SS294C,Samsung SL-M2070F Laser MFP Printer EU,"102,36",SS294C#AKK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294C SL-M2070F/SEE M-MFP PLE,SS294C,Samsung SL-M2070F Laser MFP Printer EU,"103,63",SS294C#ABF,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294C SL-M2070F/SEE M-MFP PLE,SS294C,Samsung SL-M2070F Laser MFP Printer EU,"102,41",SS294C#ABE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS294B SL-M2070F/SAU M-MFP PLE,SS294B,Samsung SL-M2070F Laser MFP Printer EU,"102,04",SS294B#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293M SL-M2070/XSG M-MFP PLE4,SS293M,Samsung SL-M2070 Laser MFP Printer EU,"79,54",SS293M#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293L SL-M2070/XFA M-MFP PLE4,SS293L,Samsung SL-M2070 Laser MFP Prntr EU,"84,76",SS293L#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293K SL-M2070/XEV M-MFP PLE4,SS293K,Samsung SL-M2070 Laser MFP Printer EU,"79,84",SS293K#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293J SL-M2070/XEN M-MFP PLE4,SS293J,Samsung SL-M2070 Laser MFP Printer EU,"79,5",SS293J#UUW,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293H SL-M2070/XEC M-MFP PLE4,SS293H,Samsung SL-M2070 Laser MFP Printer EU,"79,53",SS293H#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293H SL-M2070/XEC M-MFP PLE4,SS293H,Samsung SL-M2070 Laser MFP Printer EU,0,SS293H#ABD,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293E SL-M2070/STS M-MFP PLE4,SS293E,Samsung SL-M2070 Laser MFP Printer EU,"79,8",SS293E#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293D SL-M2070/SEE M-MFP PLE4,SS293D,Samsung SL-M2070 Laser MFP Printer EU,"80,75",SS293D#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293D SL-M2070/SEE M-MFP PLE4,SS293D,Samsung SL-M2070 Laser MFP Printer EU,"79,54",SS293D#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,M2070 A4 VOL HW PLTFM SUB,SL-M2070/SEE SS293D A4 VOL HW,SS293D,Samsung SL-M2070 Laser MFP Printer EU,"80,91",SS293D#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293C SL-M2070/SAU M-MFP PLE4,SS293C,Samsung SL-M2070 Laser MFP Printer EU,80,SS293C#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MMF PLE4 PF,SS293B SL-M2070/FEV M-MFP PLE4,SS293B,Samsung SL-M2070 Laser MFP Printer EU,"80,1",SS293B#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS284B SL-M2027W/XSG M-SFP PLE,SS284B,Samsung SL-M2027W Laser Printer EU,"57,73",SS284B#ACQ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS282C SL-M2026W/XEU M-SFP PLE,SS282C,Samsung SL-M2026W Laser Printer EU,"60,75",SS282C#ABU,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS282B SL-M2026W/SEE M-SFP PLE,SS282B,Samsung SL-M2026W Laser Printer EU,"59,46",SS282B#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,M2020 A4 VOL HW PLTFM SUB,SL-M2026W/SEE SS282B A4 VOL HW,SS282B,Samsung SL-M2026W Laser Printer EU,"60,83",SS282B#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS281C SL-M2026/XEU M-SFP PLE4,SS281C,Samsung SL-M2026 Laser Printer EU,"54,91",SS281C#ABU,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS281B SL-M2026/SEE M-SFP PLE4,SS281B,Samsung SL-M2026 Laser Printer EU,"53,62",SS281B#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,M2020 A4 VOL HW PLTFM SUB,SL-M2026/SEE SS281B A4 VOL HW,SS281B,Samsung SL-M2026 Laser Printer EU,"54,99",SS281B#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS276C SL-M2022W/XEU M-SFP PLE,SS276C,Samsung SL-M2022W Laser Printer EU,"61,34",SS276C#ABU,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS276A SL-M2022W/SEE M-SFP PLE,SS276A,Samsung SL-M2022W Laser Printer EU,"61,33",SS276A#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS275C SL-M2022/XEU M-SFP PLE4,SS275C,Samsung SL-M2022 Laser Printer EU,"61,81",SS275C#ABU,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS275A SL-M2022/SEE M-SFP PLE4,SS275A,Samsung SL-M2022 Laser Printer EU,"60,65",SS275A#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272S SL-M2020W/XSG M-SFP PLE,SS272S,Samsung SL-M2020W Laser Printer EU,"59,32",SS272S#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272P SL-M2020W/XFA M-SFP PLE,SS272P,Samsung SL-M2020W Laser Prntr EU,"63,94",SS272P#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272N SL-M2020W/XEV M-SFP PLE,SS272N,Samsung SL-M2020W Laser Printer EU,"60,87",SS272N#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272F SL-M2020W/STS M-SFP PLE,SS272F,Samsung SL-M2020W Laser Printer EU,"59,8",SS272F#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272E SL-M2020W/SEE M-SFP PLE,SS272E,Samsung SL-M2020W Laser Printer EU,"63,47",SS272E#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,M2020 A4 VOL HW PLTFM SUB,SL-M2020W/SEE SS272E A4 VOL HW,SS272E,Samsung SL-M2020W Laser Printer EU,"64,84",SS272E#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272D SL-M2020W/SAU M-SFP PLE,SS272D,Samsung SL-M2020W Laser Printer EU,"59,79",SS272D#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272C SL-M2020W/FEV M-SFP PLE,SS272C,Samsung SL-M2020W Laser Printer EU,"59,52",SS272C#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS272B SL-M2020W/ETS M-SFP PLE,SS272B,Samsung SL-M2020W Laser Prntr EU,"59,6",SS272B#314,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS271M SL-M2020/XSG M-SFP PLE4,SS271M,Samsung SL-M2020 Laser Printer EU,"53,57",SS271M#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS271K SL-M2020/XFA M-SFP PLE4,SS271K,Samsung SL-M2020 Laser Prntr EU,"57,08",SS271K#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS271J SL-M2020/XEV M-SFP PLE4,SS271J,Samsung SL-M2020 Laser Printer EU,"53,91",SS271J#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS271D SL-M2020/STS M-SFP PLE4,SS271D,Samsung SL-M2020 Laser Printer EU,"54,09",SS271D#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS271C SL-M2020/SAU M-SFP PLE4,SS271C,Samsung SL-M2020 Laser Printer EU,"54,08",SS271C#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS M2020 MSF PLE4 PF,SS271B SL-M2020/FEV M-SFP PLE4,SS271B,Samsung SL-M2020 Laser Printer EU,"54,04",SS271B#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS263B SL-C483W/SEE C-MFP PLE4,SS263B,Samsung Xpress SL-C483W MFP Printer EU,"166,13",SS263B#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257Q SL-C480W/XSG C-MFP PLE4,SS257Q,Samsung Xpress SL-C480W  MFP Prntr EU,"165,89",SS257Q#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257M SL-C480W/XFA C-MFP PLE4,SS257M,Samsung Xpress SL-C480W MFP Prntr EU,"166,31",SS257M#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257L SL-C480W/XEV C-MFP PLE4,SS257L,Samsung Xpress SL-C480W MFP Prntr EU,"166,18",SS257L#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257F SL-C480W/TEG C-MFP PLE4,SS257F,Samsung Xpress SL-C480W MFP Prntr EU,"166,16",SS257F#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257D SL-C480W/STS C-MFP PLE4,SS257D,Samsung Xpress SL-C480W MFP Prntr EU,"166,22",SS257D#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257C SL-C480W/SEE C-MFP PLE4,SS257C,Samsung Xpress SL-C480W  MFP Prntr EU,"167,37",SS257C#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257C SL-C480W/SEE C-MFP PLE4,SS257C,Samsung Xpress SL-C480W  MFP Prntr EU,"166,16",SS257C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,C480 A4 VOL HW PLTFM SUB,SL-C480W/SEE SS257C A4 VOL HW,SS257C,Samsung Xpress SL-C480W MFP Prntr EU,"167,53",SS257C#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257C SL-C480W/SEE C-MFP PLE4,SS257C,Samsung Xpress SL-C480W  MFP Prntr EU,"167,01",SS257C#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS257B SL-C480W/SAU C-MFP PLE4,SS257B,Samsung Xpress SL-C480W MFP Prntr EU,"166,71",SS257B#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256S SL-C480FW/XSG C-MFP PLE,SS256S,Samsung Xpress SL-C480FW  MFP Prntr EU,"187,7",SS256S#325,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256N SL-C480FW/XFA C-MFP PLE,SS256N,Samsung Xpress SL-C480FW Laser MFP EU,"189,22",SS256N#308,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256M SL-C480FW/XEV C-MFP PLE,SS256M,Samsung Xpress SL-C480FW  MFP Prntr EU,"187,94",SS256M#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256G SL-C480FW/TEG C-MFP PLE,SS256G,Samsung Xpress SL-C480FW MFP Prntr EU,"188,63",SS256G#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256E SL-C480FW/STS C-MFP PLE,SS256E,Samsung Xpress SL-C480FW MFP Prntr EU,"188,08",SS256E#AB8,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW  MFP Prntr EU,"188,1",SS256D#UUY,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW  MFP Prntr EU,"189,75",SS256D#EUK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW  MFP Prntr EU,"187,96",SS256D#ELS,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW Laser MFP Prntr,"187,69",SS256D#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW  MFP Prntr EU,"189,81",SS256D#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW  MFP Prntr EU,"188,97",SS256D#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW MFP Prntr EU,"188,75",SS256D#AKK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW MFP Prntr EU,"189,46",SS256D#ACP,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW  MFP Prntr EU,"190,02",SS256D#ABF,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256D SL-C480FW/SEE C-MFP PLE,SS256D,Samsung Xpress SL-C480FW  MFP Prntr EU,"188,84",SS256D#ABE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256C SL-C480FW/SAU C-MFP PLE,SS256C,Samsung Xpress SL-C480FW MFP Prntr EU,"188,47",SS256C#BHG,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS256B SL-C480FW/ETS C-MFP PLE,SS256B,Samsung Xpress SL-C480FW MFP Prntr EU,"188,36",SS256B#314,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255B SL-C480FN/TEG C-MFP PLE,SS255B,Samsung Xpress SL-C480FN Laser MFP Prntr,"184,61",SS255B#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255B SL-C480FN/TEG C-MFP PLE,SS255B,Samsung Xpress SL-C480FN MFP Prntr EU,"186,81",SS255B#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255A SL-C480FN/SEE C-MFP PLE,SS255A,Samsung Xpress SL-C480FN  MFP Prntr EU,"184,13",SS255A#UUY,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255A SL-C480FN/SEE C-MFP PLE,SS255A,Samsung Xpress SL-C480FN  MFP Prntr EU,"183,99",SS255A#ELS,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255A SL-C480FN/SEE C-MFP PLE,SS255A,Samsung Xpress SL-C480FN Laser MFP Prntr,"183,72",SS255A#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255A SL-C480FN/SEE C-MFP PLE,SS255A,Samsung Xpress SL-C480FN  MFP Prntr EU,"185,84",SS255A#BC7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255A SL-C480FN/SEE C-MFP PLE,SS255A,Samsung Xpress SL-C480FN  MFP Prntr EU,185,SS255A#BAZ,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255A SL-C480FN/SEE C-MFP PLE,SS255A,Samsung Xpress SL-C480FN MFP Prntr EU,"184,94",SS255A#AKK,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS255A SL-C480FN/SEE C-MFP PLE,SS255A,Samsung Xpress SL-C480FN  MFP Prntr EU,"185,05",SS255A#ABE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS254E SL-C480/XEV C-MFP PLE4,SS254E,Samsung Xpress SL-C480 MFP Prntr EU,"160,69",SS254E#BB7,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS254D SL-C480/TEG C-MFP PLE4,SS254D,Samsung Xpress SL-C480 MFP Prntr EU,"160,42",SS254D#307,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
HPS Printers,E4,XPRESS C480 CMF PLE4 PF,SS254C SL-C480/SEE C-MFP PLE4,SS254C,Samsung Xpress SL-C480 MFP Prntr EU,"160,38",SS254C#EEE,0,Sun 21-Feb 21:08 PST | Mon 22-Feb 05:08 CET | Mon 22-Feb 11:08 SGT
